age,fnlwgt,education.num,capital.gain,capital.loss,hours.per.week,class
29,272452,13,0,0,40,<=50K
53,104413,8,1,0,20,<=50K
52,104412,9,0,0,19,<=50K
24,379066,9,0,2204,23,<=50K
23,379066,9,1,2205,22,<=50K
48,237734,3,1,1,36,<=50K
49,237735,4,0,2,37,<=50K
41,237320,2,1,1,39,>50K
40,237322,1,0,2,39,<=50K
32,169241,8,0,0,41,<=50K
29,169239,8,1,0,39,<=50K
22,130356,9,0,1,47,<=50K
21,130354,8,0,1,48,<=50K
17,36410,10,0,0,29,<=50K
18,36411,7,0,0,31,<=50K
35,187261,9,0,0,54,<=50K
39,187264,9,0,0,55,<=50K
22,325595,9,1,0,37,<=50K
23,325596,8,0,1,38,<=50K
34,107300,14,0,1,60,>50K
35,107302,14,0,0,60,>50K
37,401831,8,0,0,47,<=50K
39,401831,10,0,0,47,<=50K
58,349911,15,1,1978,49,>50K
56,349909,14,0,1976,50,>50K
16,400224,7,0,0,21,<=50K
16,400224,6,1,0,18,<=50K
68,69305,8,1,1,16,<=50K
71,69305,8,0,1,17,<=50K
38,103751,3,1,0,40,<=50K
37,103750,4,0,0,40,<=50K
43,132563,15,0,1726,39,<=50K
46,132562,14,1,1725,40,>50K
40,344624,11,0,1487,39,>50K
41,344623,7,0,1483,38,<=50K
48,121684,9,0,0,43,>50K
49,121686,9,0,1,46,>50K
35,246449,11,0,0,59,>50K
35,246448,9,0,0,61,<=50K
38,545483,12,2,0,40,<=50K
38,545483,12,2,1,41,<=50K
55,32778,8,0,0,31,<=50K
54,32777,9,2,0,29,<=50K
28,217200,9,0,0,39,<=50K
24,217199,9,0,0,39,<=50K
40,335547,15,0,2446,45,>50K
39,335549,15,1,2444,45,<=50K
44,367749,2,0,0,40,<=50K
43,367749,2,0,1,39,>50K
34,115791,12,1,2,55,<=50K
35,115790,13,1,1,54,<=50K
29,103434,9,1,1,39,<=50K
30,103434,9,0,1,39,<=50K
56,385631,2,1,0,40,<=50K
55,385630,4,2,1,40,<=50K
29,335357,10,0,0,39,<=50K
27,335356,8,3,0,38,<=50K
45,148994,9,2,0,60,>50K
45,148995,9,0,2,61,<=50K
39,132550,15,0,0,35,<=50K
39,132551,13,1,0,35,<=50K
28,227889,10,1,1,39,<=50K
28,227890,8,0,1,38,>50K
57,250873,6,1,0,45,<=50K
56,250871,8,0,0,46,<=50K
23,148187,5,0,0,40,<=50K
21,148188,7,1,0,39,<=50K
27,334366,10,0,1,40,<=50K
26,334368,9,2,0,39,<=50K
44,270841,14,0,0,49,>50K
44,270840,12,0,1,49,<=50K
38,188392,9,7297,0,49,>50K
39,188391,8,7299,0,47,<=50K
34,255096,13,0,0,40,<=50K
34,255097,14,0,1,40,<=50K
41,174515,10,1,0,41,<=50K
42,174513,8,0,0,39,<=50K
55,193132,15,1,1,15,<=50K
56,193131,14,0,0,16,<=50K
48,186173,13,0,0,44,>50K
49,186170,13,1,0,43,<=50K
45,271828,8,0,0,40,>50K
45,271829,9,0,1,39,<=50K
27,123982,13,0,0,40,<=50K
29,123982,13,2,0,39,<=50K
47,573582,8,0,0,49,>50K
47,573584,8,0,0,48,<=50K
41,307766,9,0,0,40,<=50K
43,307767,9,1,1,40,>50K
31,59082,9,1,1673,49,<=50K
30,59081,9,0,1673,50,<=50K
82,114670,4,2061,0,4,<=50K
81,114669,3,2063,1,6,<=50K
16,206010,6,2,0,7,<=50K
17,206009,7,0,0,8,<=50K
24,155819,9,1,0,39,<=50K
23,155817,10,0,0,39,<=50K
30,131775,12,1,1,40,<=50K
28,131774,14,0,0,40,<=50K
27,198161,13,1,1,40,<=50K
26,198163,12,0,0,39,<=50K
30,177303,8,1,0,38,>50K
28,177304,8,0,0,39,<=50K
38,146657,9,1,1,60,>50K
40,146660,8,0,1,58,<=50K
23,238917,3,0,0,36,<=50K
23,238918,4,1,1,35,<=50K
41,27821,12,2,1,61,<=50K
42,27820,11,0,1,59,<=50K
48,101319,10,0,1902,38,>50K
49,101322,10,0,1901,39,<=50K
27,298695,13,1,1,41,<=50K
25,298696,13,0,1,40,<=50K
44,180598,7,0,0,33,<=50K
42,180596,9,0,1,37,<=50K
21,240064,12,0,0,25,<=50K
20,240064,12,0,1,25,>50K
33,511362,8,0,0,41,<=50K
33,511361,9,1,0,40,<=50K
46,239438,6,0,0,39,<=50K
46,239439,8,0,0,41,<=50K
23,76976,8,0,0,37,<=50K
25,76977,8,0,0,35,<=50K
22,454940,7,0,0,41,<=50K
22,454942,9,1,0,40,>50K
14,182069,8,1,0,14,<=50K
16,182070,5,0,1,16,<=50K
30,452405,1,0,0,35,<=50K
31,452406,1,0,0,35,<=50K
30,186788,9,1,1,43,<=50K
30,186787,8,0,0,42,>50K
45,125932,10,0,1668,38,<=50K
46,125933,10,0,1668,38,>50K
27,240841,8,1,0,39,<=50K
26,240842,9,0,0,40,<=50K
60,232618,13,0,0,35,>50K
62,232619,13,0,0,35,<=50K
40,220607,8,0,0,39,<=50K
39,220609,11,0,0,41,<=50K
23,268524,14,0,0,49,<=50K
23,268525,11,1,0,49,<=50K
37,29812,9,1,0,83,<=50K
37,29811,8,0,0,86,>50K
37,183280,12,0,1,44,>50K
37,183277,9,0,0,45,<=50K
74,188612,8,0,0,39,<=50K
74,188611,8,2,0,40,<=50K
27,85623,8,1,0,19,<=50K
29,85624,10,0,1,19,>50K
36,131239,13,3102,0,44,>50K
35,131239,12,3102,0,44,<=50K
35,187046,8,1,0,37,>50K
35,187046,9,0,0,39,<=50K
26,37933,9,3,1,40,<=50K
26,37931,8,0,0,39,<=50K
60,716416,9,0,2,44,>50K
61,716414,8,0,1,42,<=50K
41,141583,11,0,0,33,<=50K
39,141583,10,0,1,34,<=50K
22,201729,4,0,0,30,<=50K
22,201728,4,0,0,30,>50K
54,149168,8,1,1,30,<=50K
55,149167,9,1,0,29,<=50K
23,161710,12,0,0,28,<=50K
21,161706,12,0,0,30,<=50K
45,155663,9,1,1,41,<=50K
45,155663,10,1,1,40,>50K
44,178383,14,0,0,47,<=50K
43,178384,15,0,0,48,<=50K
60,120938,9,0,1,39,<=50K
60,120939,10,1,0,41,<=50K
27,100404,5,0,1,37,<=50K
29,100405,7,0,1,39,<=50K
39,167864,7,0,0,28,<=50K
39,167864,7,0,0,30,<=50K
37,218188,8,0,0,32,<=50K
36,218188,11,0,0,33,<=50K
31,259932,4,0,1,40,<=50K
32,259931,3,0,0,42,<=50K
33,34993,10,0,1,38,<=50K
37,34997,9,1,0,40,<=50K
25,117590,9,0,1,39,<=50K
26,117588,11,1,0,40,<=50K
49,44433,10,0,0,35,<=50K
49,44434,8,0,1,35,<=50K
34,181380,10,1,0,43,<=50K
35,181382,10,0,0,43,<=50K
39,271767,14,1,0,44,>50K
36,271766,15,0,0,45,<=50K
62,194895,15,4787,0,39,>50K
65,194894,17,4787,0,41,>50K
36,185847,9,4650,0,50,<=50K
35,185848,9,4650,1,48,>50K
54,270859,12,0,0,40,>50K
56,270859,12,1,0,38,<=50K
48,36032,9,0,0,39,<=50K
49,36033,10,0,1,39,<=50K
55,98349,14,0,1901,39,>50K
56,98351,14,0,1901,40,>50K
22,85088,6,1,1762,31,<=50K
24,85088,8,0,1762,30,>50K
27,480860,9,0,0,44,<=50K
28,480860,8,1,0,43,<=50K
20,52260,10,0,1,39,<=50K
21,52261,9,0,1,39,>50K
60,175272,10,0,0,39,<=50K
58,175272,6,0,1,39,<=50K
46,125891,9,1,0,74,>50K
46,125891,11,0,0,75,<=50K
60,208918,14,0,0,61,>50K
61,208918,15,1,0,59,<=50K
42,307637,10,1,1,42,<=50K
42,307636,7,1,2,39,<=50K
47,254290,10,1,1,60,>50K
45,254290,8,1,0,61,<=50K
26,28848,14,0,0,10,<=50K
25,28846,12,0,0,8,>50K
23,195116,7,0,1,33,<=50K
25,195118,9,0,0,36,<=50K
54,220115,8,1,0,30,<=50K
53,220114,12,0,0,30,<=50K
52,279128,10,1,0,29,<=50K
52,279130,9,1,1,31,<=50K
57,172654,15,15025,0,49,>50K
58,172654,16,15025,0,50,>50K
29,107792,9,0,0,57,>50K
29,107793,9,1,1,58,<=50K
43,64632,9,0,1,51,<=50K
43,64632,8,0,0,49,<=50K
59,361492,10,0,1,40,>50K
58,361492,8,1,1,39,<=50K
29,173651,8,0,0,41,<=50K
29,173651,8,1,0,39,<=50K
21,98677,9,0,0,16,<=50K
21,98678,9,0,0,13,<=50K
44,55293,11,1,1,39,<=50K
43,55293,10,0,2,40,<=50K
41,79796,8,0,1,40,>50K
41,79796,8,0,0,39,<=50K
40,51110,12,1,0,40,<=50K
42,51109,11,0,0,38,<=50K
46,176139,7,0,0,39,<=50K
49,176138,7,1,1,38,<=50K
35,376454,9,15023,0,61,>50K
33,376452,8,15023,0,60,<=50K
19,337641,10,0,0,39,<=50K
19,337637,9,0,1,39,<=50K
30,296282,13,0,0,40,<=50K
32,296281,12,0,0,38,<=50K
22,110128,8,0,0,40,<=50K
22,110128,11,1,0,40,>50K
41,40024,14,0,0,38,>50K
41,40022,14,0,1,39,>50K
74,162339,8,0,0,39,<=50K
73,162339,11,0,0,40,<=50K
23,113600,10,0,0,29,<=50K
24,113601,11,1,0,28,<=50K
43,111275,8,0,0,55,<=50K
42,111275,9,0,2,56,<=50K
52,145411,10,15023,2,49,>50K
51,145409,13,15024,0,50,<=50K
48,331482,14,0,1977,40,>50K
47,331482,16,0,1976,41,<=50K
47,193185,13,1,1,38,>50K
47,193187,11,0,1,39,<=50K
48,200470,13,0,1,38,>50K
48,200471,13,0,0,41,<=50K
46,263981,7,0,1,40,<=50K
44,263982,8,0,1,40,<=50K
37,278187,7,0,0,40,<=50K
38,278187,8,0,0,41,<=50K
23,221744,9,0,2,37,<=50K
21,221744,8,2,0,37,<=50K
29,206350,10,0,0,38,<=50K
26,206351,10,1,0,39,<=50K
40,245306,13,0,1977,47,>50K
42,245308,11,0,1976,47,>50K
19,179202,11,0,0,19,<=50K
18,179202,9,0,0,20,>50K
46,178321,14,0,2,56,>50K
46,178318,16,0,1,55,<=50K
44,198316,12,15024,0,50,>50K
43,198316,13,15024,1,51,<=50K
34,356835,6,2829,1,55,<=50K
36,356837,9,2829,0,54,<=50K
24,173211,10,2353,1,45,<=50K
26,173212,10,2354,1,45,<=50K
53,197481,9,0,1,37,<=50K
53,197481,9,0,0,40,<=50K
24,31290,8,0,1,40,>50K
25,31290,9,0,0,40,<=50K
19,181544,8,0,1,38,<=50K
19,181545,10,0,1,40,<=50K
42,351227,7,1,1,41,<=50K
43,351228,9,0,0,40,>50K
25,200638,11,0,0,40,<=50K
25,200639,9,0,0,39,<=50K
40,179874,5,0,0,40,<=50K
42,179875,6,0,0,40,>50K
44,67716,9,10520,0,47,>50K
45,67716,7,10519,1,47,<=50K
60,191187,8,0,1,40,<=50K
59,191188,9,0,0,40,>50K
49,252903,6,0,1976,39,>50K
52,252902,4,0,1977,39,<=50K
21,83702,9,0,0,30,<=50K
22,83705,10,0,0,30,<=50K
29,203777,10,0,0,50,<=50K
27,203775,9,1,0,47,>50K
33,295591,15,1,1977,41,>50K
32,295587,13,1,1978,42,<=50K
40,247750,8,0,2,40,<=50K
40,247751,10,1,0,38,>50K
46,95679,10,1,0,38,<=50K
46,95680,9,1,1,40,<=50K
38,498784,10,0,0,39,<=50K
37,498784,8,0,1,39,<=50K
63,150122,15,0,0,26,>50K
64,150121,17,1,0,23,<=50K
41,119079,7,0,0,49,>50K
41,119078,9,0,0,49,>50K
34,94236,14,1,0,40,>50K
32,94235,14,0,0,42,>50K
59,62020,10,0,0,40,<=50K
59,62019,8,0,0,40,<=50K
42,247513,13,1,0,40,<=50K
42,247512,14,0,0,39,>50K
47,72896,9,0,0,39,<=50K
45,72894,10,1,1,39,<=50K
25,200640,7,0,0,40,<=50K
27,200640,4,1,0,39,>50K
30,111566,12,0,2,71,>50K
30,111567,14,0,0,69,>50K
21,334693,8,2,1,40,<=50K
22,334691,11,1,1,41,<=50K
42,355756,11,1,0,40,<=50K
40,355756,7,0,0,40,<=50K
39,242585,10,0,0,40,<=50K
40,242585,10,1,0,40,<=50K
50,160646,13,0,0,39,>50K
48,160646,12,0,0,39,>50K
58,197664,9,1,2,43,<=50K
58,197664,7,1,0,45,<=50K
30,326103,9,1,2,41,>50K
29,326103,8,1,0,40,<=50K
29,100218,12,0,0,43,<=50K
28,100220,12,0,1,44,<=50K
54,93413,13,0,0,38,>50K
55,93413,13,1,0,40,<=50K
36,261380,13,1,0,49,<=50K
35,261382,12,1,0,50,>50K
44,320985,9,1,0,49,<=50K
43,320984,9,0,0,49,<=50K
50,135189,3,1,0,29,<=50K
51,135188,2,0,0,29,>50K
33,637220,7,0,0,40,<=50K
33,637222,7,0,0,39,<=50K
29,125280,8,1,1,38,<=50K
30,125278,8,0,0,38,<=50K
51,180195,10,0,0,50,<=50K
50,180193,8,1,0,50,<=50K
62,81534,12,0,1,39,>50K
63,81534,9,1,0,41,>50K
23,128603,8,0,1,48,<=50K
22,128605,9,0,0,49,<=50K
51,100029,12,0,0,65,>50K
46,100029,12,1,0,64,<=50K
45,160470,13,0,1976,50,>50K
43,160473,11,0,1978,50,<=50K
59,99131,8,1,0,14,<=50K
58,99131,8,1,0,16,<=50K
49,199028,12,1,2417,54,>50K
48,199028,12,0,2415,55,<=50K
22,190625,8,1,0,35,<=50K
22,190625,11,0,0,35,<=50K
34,27380,12,0,1,50,>50K
33,27380,11,1,1,50,<=50K
35,224531,13,0,0,50,>50K
38,224530,11,0,0,48,>50K
49,101925,13,0,0,69,>50K
47,101923,12,1,0,68,<=50K
25,113434,9,0,0,34,<=50K
24,113436,9,0,0,34,<=50K
58,225333,15,15025,1,35,>50K
56,225331,14,15024,0,35,<=50K
57,310086,4,0,0,40,<=50K
58,310087,6,2,0,40,>50K
44,204203,5,0,0,48,<=50K
44,204205,1,1,0,47,<=50K
54,141300,8,2,0,41,<=50K
51,141299,8,3,0,40,>50K
36,367019,5,1,1,34,<=50K
36,367020,4,1,1,35,<=50K
28,423771,8,1,0,38,<=50K
30,423768,9,0,1,39,<=50K
33,56882,10,0,0,38,<=50K
34,56884,10,0,0,39,<=50K
29,406662,7,1,0,40,<=50K
28,406663,8,0,0,40,<=50K
42,147509,10,1,1,40,<=50K
42,147510,14,0,1,40,<=50K
25,187576,11,0,0,53,<=50K
25,187577,12,0,1,53,>50K
38,278924,13,0,1886,48,>50K
38,278925,13,1,1888,50,<=50K
22,145649,9,1,0,18,<=50K
22,145651,8,0,0,20,<=50K
31,91143,9,2,0,54,<=50K
29,91143,8,0,0,54,>50K
31,207535,8,0,1669,49,<=50K
31,207537,8,0,1669,49,>50K
45,189887,13,5455,0,39,<=50K
44,189890,12,5454,1,37,<=50K
26,108658,9,0,2,40,<=50K
25,108658,8,1,0,40,>50K
31,222131,10,0,0,42,<=50K
30,222129,10,0,0,45,>50K
32,170982,12,0,0,60,>50K
30,170983,14,0,0,59,<=50K
35,286024,8,0,0,41,>50K
37,286026,10,0,0,39,<=50K
72,123160,6,0,0,10,<=50K
73,123158,3,0,1,9,>50K
29,123177,6,0,1,48,<=50K
28,123179,6,0,0,50,>50K
50,317733,12,7688,0,39,>50K
51,317730,12,7688,1,40,>50K
34,220066,15,0,0,49,<=50K
34,220063,13,0,0,48,<=50K
60,31840,8,0,1,41,>50K
60,31839,8,1,0,40,<=50K
27,386037,11,0,0,47,<=50K
25,386036,11,0,0,46,<=50K
45,28032,9,0,0,49,<=50K
43,28033,12,1,0,51,>50K
27,192384,16,0,0,39,<=50K
27,192384,15,0,0,39,<=50K
28,457401,2,0,0,24,<=50K
28,457402,1,0,1,24,<=50K
32,159535,12,0,1,39,<=50K
31,159536,10,0,0,40,<=50K
34,83446,5,1,1,41,>50K
31,83446,6,0,1,37,<=50K
40,68779,7,0,1,40,<=50K
40,68781,10,0,0,39,>50K
21,51137,9,1,1,59,<=50K
22,51135,9,0,0,60,<=50K
23,201414,9,1,0,40,<=50K
25,201413,10,1,0,40,<=50K
32,189460,13,0,1,41,<=50K
32,189458,12,1,1,41,<=50K
62,92691,10,0,0,2,<=50K
61,92690,8,0,0,2,<=50K
36,175130,8,0,1,45,<=50K
37,175132,9,0,0,45,<=50K
28,249315,10,0,0,42,<=50K
25,249315,9,1,0,44,<=50K
43,334947,9,0,0,39,<=50K
43,334946,9,0,1,38,<=50K
35,173804,9,1,0,36,<=50K
35,173803,9,1,1,33,<=50K
26,73687,9,0,0,54,<=50K
24,73688,11,1,1,54,<=50K
47,161675,8,1,0,39,<=50K
47,161673,7,0,0,39,<=50K
47,242551,11,0,1,39,<=50K
45,242551,9,0,0,38,<=50K
26,159731,10,0,0,58,<=50K
25,159732,11,1,0,60,>50K
47,180693,10,0,1,41,<=50K
46,180695,10,1,0,40,<=50K
36,409189,8,1,0,45,<=50K
37,409189,9,0,1,44,>50K
57,294393,14,0,2,39,<=50K
58,294394,14,2,0,40,<=50K
31,43401,11,0,1590,54,<=50K
32,43403,8,0,1590,53,<=50K
43,247869,14,1,0,59,>50K
43,247869,14,0,0,61,<=50K
25,179631,9,0,0,39,<=50K
27,179633,9,0,0,39,<=50K
39,231687,10,0,0,39,>50K
40,231689,8,0,1,39,<=50K
52,197490,8,0,0,40,<=50K
52,197493,9,1,0,40,<=50K
44,283040,13,0,1,49,>50K
46,283038,13,1,0,49,>50K
23,215442,8,1,0,41,<=50K
24,215442,9,0,2,39,<=50K
38,181013,8,0,1,47,<=50K
37,181015,8,0,0,46,<=50K
19,195770,8,0,0,25,<=50K
20,195772,10,0,0,24,<=50K
27,58655,11,1,0,41,<=50K
29,58654,10,1,0,39,<=50K
31,116509,9,1,0,39,<=50K
30,116506,8,0,0,38,<=50K
24,374163,9,1,0,39,<=50K
25,374163,10,1,2,39,>50K
49,186172,8,7687,0,44,>50K
48,186172,9,7687,0,45,<=50K
25,159732,13,0,0,41,<=50K
26,159733,12,0,0,40,<=50K
23,182811,9,3323,0,51,<=50K
24,182812,10,3325,0,52,<=50K
33,102973,14,0,0,40,>50K
34,102975,13,0,0,40,>50K
21,256355,7,0,0,39,<=50K
21,256355,6,1,0,42,>50K
36,284616,9,1,1,39,<=50K
35,284615,8,0,0,39,<=50K
51,138847,13,2,0,41,>50K
50,138846,13,0,1,40,<=50K
35,84307,12,5012,0,49,<=50K
35,84306,12,5013,1,49,<=50K
60,149654,9,0,1,50,<=50K
62,149652,8,0,0,50,>50K
22,34504,8,0,0,34,<=50K
21,34505,8,1,0,35,<=50K
47,192205,5,0,0,46,<=50K
46,192207,6,0,1,44,<=50K
33,462889,6,0,0,51,<=50K
35,462891,4,0,0,49,<=50K
38,200153,7,0,1,57,<=50K
38,200151,8,0,0,60,<=50K
26,208965,3,0,0,39,<=50K
27,208964,7,0,1,37,<=50K
45,57451,10,0,1,39,>50K
46,57453,10,0,1,40,>50K
45,151267,7,15022,0,41,>50K
45,151267,10,15023,0,40,<=50K
39,203834,8,3463,0,40,<=50K
37,203834,9,3464,0,38,<=50K
52,293196,15,15025,0,59,>50K
52,293195,16,15025,1,59,>50K
20,368852,10,0,0,20,<=50K
17,368852,11,1,1,19,>50K
32,161744,10,1,0,45,<=50K
33,161746,9,1,2,44,<=50K
62,156541,14,0,1,40,>50K
62,156544,15,0,1,40,<=50K
45,55375,9,1,0,39,<=50K
47,55377,9,0,0,38,<=50K
52,374588,8,0,0,60,<=50K
53,374588,7,1,0,59,>50K
57,78139,9,1,0,40,>50K
59,78140,7,0,1,41,<=50K
41,243607,2,0,1,43,<=50K
39,243605,3,0,0,41,<=50K
32,197023,12,0,1,39,<=50K
31,197023,11,0,0,39,<=50K
30,169815,13,0,0,51,>50K
28,169815,11,0,1,49,>50K
40,122861,12,0,0,39,>50K
40,122862,15,1,0,42,<=50K
42,187819,9,2885,1,40,<=50K
42,187822,10,2885,0,39,<=50K
52,194791,10,0,1,40,<=50K
52,194788,10,0,0,41,>50K
39,305597,9,0,0,39,<=50K
39,305598,8,0,0,39,<=50K
46,192779,12,7690,0,39,>50K
44,192777,14,7688,0,39,<=50K
22,341367,10,0,1,49,<=50K
19,341367,10,1,1,50,<=50K
38,168937,10,0,1,32,<=50K
40,168936,11,1,0,32,<=50K
37,336598,2,0,1,36,<=50K
38,336598,1,1,0,35,<=50K
38,357173,13,0,0,59,<=50K
39,357173,12,0,1,59,<=50K
45,284799,10,0,0,59,<=50K
45,284797,10,0,0,58,<=50K
49,363404,13,0,0,50,>50K
50,363405,11,1,0,49,<=50K
36,203482,9,1,0,39,<=50K
36,203483,9,0,0,39,<=50K
53,99475,9,0,0,37,<=50K
52,99474,9,1,1,37,<=50K
39,220584,10,0,0,40,<=50K
38,220584,7,0,0,39,>50K
52,154784,9,0,0,48,>50K
52,154787,8,0,0,49,<=50K
20,161922,9,1,0,42,<=50K
20,161922,10,0,0,41,<=50K
27,259350,5,0,0,40,<=50K
28,259350,5,0,0,39,>50K
40,116392,13,0,1,41,>50K
39,116391,13,1,0,41,<=50K
55,174352,8,0,0,39,<=50K
54,174351,8,0,1,40,<=50K
32,188798,12,0,0,48,<=50K
30,188798,12,1,0,50,>50K
39,111398,12,7689,1,40,>50K
38,111398,14,7688,1,37,<=50K
49,249286,13,0,0,39,<=50K
50,249289,14,0,0,39,<=50K
20,151157,11,1,0,23,<=50K
20,151158,12,0,1,23,<=50K
39,364782,9,0,0,39,>50K
36,364781,9,1,2,38,<=50K
16,254858,5,0,0,18,<=50K
16,254859,7,1,0,21,<=50K
24,222799,12,0,0,39,<=50K
26,222801,12,0,0,40,>50K
49,170051,3,1,1,40,<=50K
48,170050,5,0,2,41,>50K
50,400003,9,0,2,61,<=50K
50,400004,9,0,1,59,>50K
31,194055,9,0,0,50,<=50K
31,194053,8,1,0,49,<=50K
16,43272,10,0,0,19,<=50K
17,43272,9,1,0,20,<=50K
34,114691,9,1,0,50,>50K
32,114690,9,1,0,51,<=50K
45,503923,9,4386,1,40,>50K
44,503922,7,4385,1,40,<=50K
44,106705,15,0,0,40,<=50K
44,106705,12,0,1,39,>50K
31,235388,3,1,0,29,<=50K
30,235389,5,1,1,30,>50K
40,113822,14,0,0,39,<=50K
40,113823,13,0,0,41,<=50K
43,54508,9,0,1,39,<=50K
42,54506,9,0,0,40,>50K
35,163395,11,0,0,39,>50K
34,163397,10,0,0,40,<=50K
32,323619,10,0,1,39,<=50K
32,323619,12,1,2,40,<=50K
35,148902,10,0,1,16,>50K
36,148903,7,0,0,17,<=50K
16,131032,6,0,0,14,<=50K
18,131030,6,0,0,15,>50K
19,121567,7,0,0,51,<=50K
21,121567,7,0,0,50,>50K
46,357336,13,0,1,40,<=50K
46,357337,13,1,0,40,<=50K
37,572751,14,5177,1,40,>50K
39,572751,15,5178,0,40,<=50K
31,120460,13,0,1,40,<=50K
32,120461,13,0,1,39,<=50K
22,208503,8,0,0,38,<=50K
24,208503,10,2,0,40,<=50K
36,265037,9,0,0,51,<=50K
37,265038,9,0,2,50,<=50K
54,276230,6,1,1,37,<=50K
54,276228,8,1,1,37,<=50K
26,152034,11,0,0,40,<=50K
27,152035,6,0,1,41,<=50K
38,75993,9,0,0,47,<=50K
40,75994,9,0,0,44,>50K
45,229737,8,0,0,46,>50K
46,229736,9,0,0,44,>50K
54,52952,9,0,0,39,<=50K
55,52953,9,1,0,39,>50K
58,115388,10,0,0,34,<=50K
56,115389,10,0,3,35,<=50K
51,338817,10,15024,0,44,>50K
50,338815,9,15023,1,44,<=50K
31,42484,9,0,0,55,<=50K
31,42484,9,0,0,55,<=50K
24,102494,8,1,1,38,<=50K
24,102492,8,1,0,38,<=50K
45,115355,8,0,2,41,<=50K
45,115357,11,0,0,39,<=50K
63,230824,7,1,1,38,<=50K
64,230822,7,0,0,40,>50K
17,174730,8,0,0,35,<=50K
18,174731,8,0,0,35,<=50K
80,137017,8,0,1,19,<=50K
82,137019,9,2,0,19,>50K
47,357848,11,1,1,40,>50K
46,357849,7,0,1,40,>50K
38,188569,11,0,1,60,<=50K
39,188571,10,0,0,58,>50K
43,105862,8,0,1901,39,>50K
41,105862,10,1,1902,39,<=50K
31,151476,10,1,0,42,<=50K
28,151476,11,0,2,38,<=50K
56,180918,5,0,0,40,<=50K
57,180920,6,0,1,42,<=50K
25,251915,13,1,0,39,<=50K
25,251915,14,0,0,39,<=50K
23,69045,9,1,0,40,<=50K
25,69047,10,0,1,39,<=50K
37,74163,8,0,0,40,<=50K
37,74163,9,0,2,40,>50K
67,116056,8,3274,1,16,<=50K
66,116055,9,3274,0,17,<=50K
25,134181,11,0,0,49,<=50K
23,134180,13,1,0,49,<=50K
31,117568,8,0,1,60,<=50K
29,117570,9,0,1,59,>50K
53,56331,7,0,0,31,<=50K
57,56331,8,0,1,32,>50K
56,149167,8,2,0,54,<=50K
56,149168,10,3,0,55,<=50K
23,278132,15,0,1,39,<=50K
23,278131,13,0,0,39,<=50K
37,283123,9,0,1,40,>50K
38,283122,8,0,0,40,<=50K
34,230052,4,1,0,39,<=50K
34,230054,4,0,0,39,<=50K
67,235880,14,1,2377,60,>50K
67,235881,15,1,2376,60,<=50K
18,115549,6,0,1,19,<=50K
17,115549,5,0,1,19,>50K
38,382802,14,0,0,97,>50K
37,382803,17,1,0,98,>50K
31,332380,11,0,0,49,<=50K
30,332377,7,0,0,49,>50K
41,96102,8,0,1887,39,>50K
43,96100,9,0,1887,38,<=50K
23,209384,8,0,0,33,<=50K
24,209386,8,1,0,32,>50K
54,143864,11,1,1,35,<=50K
54,143865,8,0,1,36,<=50K
24,236600,9,0,0,47,<=50K
22,236601,9,0,0,48,<=50K
62,32425,8,22040,1,41,<=50K
61,32423,8,22038,1,40,<=50K
18,182354,10,0,0,22,<=50K
19,182353,9,0,0,19,>50K
42,97689,9,1,1,47,>50K
39,97686,10,1,0,47,<=50K
30,96016,12,1,0,43,<=50K
32,96015,13,0,0,45,<=50K
59,159045,4,0,0,39,<=50K
62,159044,3,1,1,38,>50K
16,130123,5,1055,0,19,<=50K
17,130124,5,1053,1,20,<=50K
42,227065,8,0,0,39,<=50K
40,227066,9,0,0,40,<=50K
21,215614,9,0,0,39,<=50K
23,215616,10,1,1,39,<=50K
44,177542,10,1,1,50,<=50K
45,177542,9,0,0,50,<=50K
24,117110,14,0,0,28,<=50K
23,117109,14,0,1,27,>50K
31,19848,10,0,1,40,<=50K
30,19845,10,0,1,41,<=50K
37,58343,7,0,0,56,<=50K
36,58341,9,1,0,56,<=50K
32,119420,9,0,0,40,<=50K
32,119420,8,1,1,40,<=50K
65,181861,12,1,1,27,<=50K
63,181863,13,0,1,27,<=50K
31,247327,6,3136,0,41,<=50K
30,247327,5,3137,0,39,<=50K
34,236909,13,0,0,61,<=50K
34,236909,13,0,0,59,<=50K
34,120758,12,0,0,39,<=50K
37,120760,13,0,0,39,<=50K
31,130303,7,0,1487,47,<=50K
31,130305,8,0,1485,48,<=50K
24,197729,9,0,0,40,<=50K
26,197728,10,0,1,39,<=50K
42,89226,8,1,0,39,<=50K
41,89226,8,1,1,39,<=50K
32,180295,7,1,0,39,<=50K
30,180296,8,0,1,41,<=50K
40,218490,14,0,1848,39,>50K
38,218490,12,0,1846,39,<=50K
23,189831,12,0,0,39,<=50K
22,189832,11,0,0,37,<=50K
29,33307,12,2,1,37,<=50K
28,33306,11,1,1,40,<=50K
33,170651,9,1056,0,42,<=50K
35,170651,11,1055,0,39,<=50K
53,166385,11,0,0,41,<=50K
52,166387,13,0,1,40,<=50K
20,143062,10,2,0,30,<=50K
20,143063,11,0,0,28,<=50K
34,30496,12,15024,0,59,>50K
35,30497,11,15021,0,61,<=50K
31,286674,9,0,1,50,<=50K
31,286675,11,0,1,49,>50K
42,378383,17,1,1903,61,>50K
42,378383,14,0,1902,60,>50K
32,274223,13,7686,0,36,>50K
